"","X.1","X","name","address","city","state","zip","Zip.Plus","Contact.First.Name","Contact.Last.Name","contact","Phone","Business.Description","Primary.NAICS","NAICS2","NAICS3","NAICS4","NAICS5","Business.Type","County","Employee","Annual.Sales","URL","Year.Established","address_new","url","type","latitude","longitude"
"418",418,454,"YMCA","100 N Main St # Ll3","Winston Salem","NC",27101,4047,NA,NA,NA,3362457225,"Youth Organizations & Centers",624110,713940,NA,NA,NA,"Private","Forsyth",6,280000,"ymcanwnc.org",2009,"100 N Main St # Ll3 Winston Salem NC 27101","https://www.ymcanwnc.org","YMCA",36.09489213988,-80.243451970827
"419",419,455,"YMCA","9405 Bryant Farms Rd","Charlotte","NC",28277,1642,"Laura","Smith","Exec Director",7047164600,"Youth Organizations & Centers",624110,713940,624190,NA,NA,"Private","Mecklenburg",500,30816000,"ymcacharlotte.org",2005,"9405 Bryant Farms Rd Charlotte NC 28277","https://www.ymcacharlotte.org","YMCA",35.045740996704,-80.824804679816
"420",420,456,"YMCA","9760 Happy Valley Dr","Charlotte","NC",28270,NA,"Kevin","Wilson","Vice President",7047164300,"Youth Organizations & Centers",624110,624190,NA,NA,NA,"Private","Mecklenburg",4,247000,"ymca.net",2005,"9760 Happy Valley Dr Charlotte NC 28270","https://www.ymca.net","YMCA",35.076316460343,-80.761290477013
"421",421,457,"YMCA","122 Grannis Ln","Statesville","NC",28677,6239,"Angela","Blakely","Exec Director",7048830780,"Youth Organizations & Centers",624110,812191,624190,NA,NA,"Private","Iredell",60,3364000,"ymcanwnc.org",2001,"122 Grannis Ln Statesville NC 28677","https://www.ymcanwnc.org","YMCA",35.721809419238,-80.89595527043
"422",422,458,"YMCA","385 W Hanes Mill Rd","Winston Salem","NC",27105,9626,"Joe","Hennigan","Vice President",3366611093,"Youth Organizations & Centers",624110,713940,624190,NA,NA,"Private","Forsyth",100,4663000,NA,2005,"385 W Hanes Mill Rd Winston Salem NC 27105","","YMCA",36.182338682044,-80.283039392748
"423",423,459,"YMCA","120 Community Way","Barco","NC",27917,9559,"Christine","Watson","Operations",2524532321,"Youth Organizations & Centers",624110,812191,624190,NA,NA,"Private","Currituck",13,616000,"ymca.net",2011,"120 Community Way Barco NC 27917","https://www.ymca.net","YMCA",36.39110489504,-76.011995543044
"424",424,460,"YMCA","3127 Weddington Rd","Matthews","NC",28105,6665,"Ben","Pinegar","Exec Director",7047164200,"Youth Organizations & Centers",624110,624190,813319,NA,NA,"Private","Mecklenburg",350,21571000,"ymcacharlotte.org",2005,"3127 Weddington Rd Matthews NC 28105","https://www.ymcacharlotte.org","YMCA",35.085103130611,-80.731194859626
"425",425,461,"YMCA","301 N Main St # 1900","Winston Salem","NC",27101,3890,"Donna","Rodgers","Senior VP",3367778055,"Youth Organizations & Centers",624110,713940,624190,813910,NA,"Private","Forsyth",20,840000,"ymca.net",2009,"301 N Main St # 1900 Winston Salem NC 27101","https://www.ymca.net","YMCA",36.097859539326,-80.243835797142
"426",426,462,"YMCA","5325 Langford Ave NW","Concord","NC",28027,8217,"Brent","Rockett","Exec Director",7047959622,"Youth Organizations & Centers",624110,713940,624190,NA,NA,"Private","Cabarrus",19,1987000,"ymca.com",2005,"5325 Langford Ave NW Concord NC 28027","https://www.ymca.com","YMCA",35.416078180982,-80.670945880684
"427",427,463,"YMCA","21300 Davidson St","Cornelius","NC",28031,8553,"Kevin","Dean","Vice President",7047164400,"Youth Organizations & Centers",624110,713940,611620,813910,NA,"Private","Mecklenburg",300,18490000,"ymca.com",1999,"21300 Davidson St Cornelius NC 28031","https://www.ymca.com","YMCA",35.493410037376,-80.859870364238
"428",428,464,"YMCA","775 W End Blvd","Winston Salem","NC",27101,2490,"Joe","Peele","Exec Director",3367212100,"Youth Organizations & Centers",624110,713940,624190,NA,NA,"Private","Forsyth",200,9326000,"ymcanwnc.org",1999,"775 W End Blvd Winston Salem NC 27101","https://www.ymcanwnc.org","YMCA",36.096112392083,-80.261776485303
"429",429,465,"YMCA","504 S Main St","Reidsville","NC",27320,5018,"Heather","Whitsett","Exec Director",3363423307,"Youth Organizations & Centers",624110,713940,624190,813910,NA,"Private","Rockingham",50,1686000,"ymca.net",1984,"504 S Main St Reidsville NC 27320","https://www.ymca.net","YMCA",36.35618293717,-79.666168110141
"430",430,468,"YMCA","2314 Elizabeth Ave","New Bern","NC",28562,4322,NA,NA,NA,2526381434,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Craven",20,NA,NA,2023,"2314 Elizabeth Ave New Bern NC 28562","","YMCA",35.112301614735,-77.07732602244
"431",431,470,"YMCA","3436 Airport Blvd NW","Wilson","NC",27896,8814,"Kathie","Davis","Exec Director",2522919622,"Youth Organizations & Centers",624110,713940,813319,NA,NA,"Private","Wilson",45,1724000,"wilsonymca.org",2005,"3436 Airport Blvd NW Wilson NC 27896","https://www.wilsonymca.org","YMCA",35.763900900733,-77.949278012835
"432",432,471,"YMCA","790 Crescent Rd","Rockwell","NC",28138,NA,"Tyler","Jameson","Director",7042791742,"Youth Organizations & Centers",624110,713940,624190,624190,NA,"Private","Rowan",12,1314000,"rowanymca.com",1997,"790 Crescent Rd Rockwell NC 28138","https://www.rowanymca.com","YMCA",35.569247277128,-80.430922147407
"433",433,472,"YMCA At American Tobacco","410 Blackwell St","Durham","NC",27701,3986,"Laura","Ferguson","Exec Director",9199569602,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Durham",10,482000,"ymcatriangle.org",2011,"410 Blackwell St Durham NC 27701","https://www.ymcatriangle.org","YMCA",35.992891799509,-78.904426983474
"434",434,473,"YMCA At Meadowmont","301 Old Barn Ln","Chapel Hill","NC",27517,7503,"Nicki","Smith","Manager",9199450640,"Youth Organizations & Centers",624110,713940,NA,NA,NA,"Private","Durham",2,104000,"ymcatriangle.org",2012,"301 Old Barn Ln Chapel Hill NC 27517","https://www.ymcatriangle.org","YMCA",35.908901140017,-79.014980775779
"435",435,474,"YMCA Blue Ridge Assembly","84 Blue Ridge Cir","Black Mountain","NC",28711,9722,"Melissa","Logan","President",8282328978,"Youth Organizations & Centers",624110,721110,721214,519290,624190,"Private","Buncombe",35,2457000,"blueridgeassembly.org",1982,"84 Blue Ridge Cir Black Mountain NC 28711","https://www.blueridgeassembly.org","YMCA",35.604711513991,-82.33926726451
"436",436,475,"YMCA Camp Sea Gull","5968 Farm Pond Ln","Charlotte","NC",28212,1779,NA,NA,NA,2522491111,"Youth Organizations & Centers",624110,624190,NA,NA,NA,"Private","Mecklenburg",17,1048000,"ymca.net",2018,"5968 Farm Pond Ln Charlotte NC 28212","https://www.ymca.net","YMCA",35.196437779872,-80.739533059521
"437",437,476,"YMCA of Alamance County","1346 S Main St","Burlington","NC",27215,5604,"Walter","Britt","Exec Director",3363959622,"Youth Organizations & Centers",624110,721214,713940,713940,611620,"Private","Alamance",90,4718000,"acymca.org",1995,"1346 S Main St Burlington NC 27215","https://www.acymca.org","YMCA",36.085113341666,-79.45195543397
"438",438,477,"YMCA of Alexander County","260 Black Oak Ridge Rd","Taylorsville","NC",28681,2281,"Christy","Harrington","Director",8286329699,"Youth Organizations & Centers",624110,713940,621999,624190,NA,"Private","Alexander",20,465000,"alexandercountync.gov",2012,"260 Black Oak Ridge Rd Taylorsville NC 28681","https://www.alexandercountync.gov","YMCA",35.926091931943,-81.166926327413
"439",439,478,"YMCA of Catawba Valley","315 1st Ave NW # 104","Hickory","NC",28601,6169,"Hunter","Townsend","Director",8280001111,"Youth Organizations & Centers",624110,813319,NA,NA,NA,"Private","Catawba",27,1174000,NA,2023,"315 1st Ave NW # 104 Hickory NC 28601","","YMCA",35.733152856487,-81.342468338503
"440",440,479,"YMCA of Greater High Point","1220 N Main St","High Point","NC",27262,3177,NA,NA,NA,3368227800,"Youth Organizations & Centers",624110,624190,NA,NA,NA,"Private","Guilford",4,336000,"hpymca.org",2015,"1220 N Main St High Point NC 27262","https://www.hpymca.org","YMCA",35.970950484455,-80.016128548827
"441",441,480,"YMCA of Rowan County","828 Jake Alexander Blvd W","Salisbury","NC",28147,1220,"Richard","Reinholz","Exec Director",7046360111,"Youth Organizations & Centers",624110,713940,713940,624120,624190,"Private","Rowan",100,10949000,"rowanymca.com",2005,"828 Jake Alexander Blvd W Salisbury NC 28147","https://www.rowanymca.com","YMCA",35.663354404875,-80.499687635067
"442",442,481,"YMCA of Rowan County","950 Kimball Rd","China Grove","NC",28023,9594,"Alan","Lambert","Exec Director",7048577011,"Youth Organizations & Centers",624110,624190,813910,NA,NA,"Private","Rowan",75,8212000,"rowanymca.com",1984,"950 Kimball Rd China Grove NC 28023","https://www.rowanymca.com","YMCA",35.566364421665,-80.602477111164
"443",443,483,"YMCA of the Sand Hills","2717 Fort Bragg Rd","Fayetteville","NC",28303,4791,"Denise","Detcy","Executive",9103230800,"Youth Organizations & Centers",624110,812191,624190,NA,NA,"Private","Cumberland",25,1359000,"ymcaofthesandhills.org",1984,"2717 Fort Bragg Rd Fayetteville NC 28303","https://www.ymcaofthesandhills.org","YMCA",35.070608027628,-78.923509515733
"444",444,484,"YMCA of the Triangle","6911 Carpenter Fire Station Rd","Cary","NC",27519,8130,NA,NA,NA,9194689502,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Wake",3,196000,"ymcatriangle.org",2019,"6911 Carpenter Fire Station Rd Cary NC 27519","https://www.ymcatriangle.org","YMCA",35.824001068634,-78.877849282013
"445",445,485,"YMCA of the Triangle","1436 Rock Quarry Rd","Raleigh","NC",27610,4187,"Melissa","Higgins","Educator",9193599622,"Youth Organizations & Centers",624110,624190,NA,NA,NA,"Private","Wake",13,1567000,"ymcatriangle.org",2021,"1436 Rock Quarry Rd Raleigh NC 27610","https://www.ymcatriangle.org","YMCA",35.761511401051,-78.613995002273
"446",446,486,"YMCA of the Triangle Assn Ofc","801 Corporate Ctr Dr # 200","Raleigh","NC",27607,5243,"Doug","Mcmillam","CEO",9197199622,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Wake",55,3591000,"ymcatriangle.org",2015,"801 Corporate Ctr Dr # 200 Raleigh NC 27607","https://www.ymcatriangle.org","YMCA",35.792839272704,-78.739535983018
"447",447,487,"YMCA of Western North Carolina","31 Gilbert Rd","Leicester","NC",28748,7472,NA,NA,NA,8287757095,"Youth Organizations & Centers",624110,624410,NA,NA,NA,"Private","Buncombe",12,492000,NA,2015,"31 Gilbert Rd Leicester NC 28748","","YMCA",35.659356871691,-82.708019713491
"448",448,488,"YMCA of Western North Carolina","161 Bee Tree Rd","Swannanoa","NC",28778,2339,NA,NA,NA,8287757076,"Youth Organizations & Centers",624110,624410,NA,NA,NA,"Private","Buncombe",11,702000,NA,2013,"161 Bee Tree Rd Swannanoa NC 28778","","YMCA",35.603304050387,-82.403318682793
"449",449,489,"YMCA of Western North Carolina","40 N Merrimon Ave # 309","Asheville","NC",28804,1368,"Paul","Vest","CEO",8282515909,"Youth Organizations & Centers",624110,624190,624410,NA,NA,"Private","Buncombe",300,21054000,"ymcawnc.org",2005,"40 N Merrimon Ave # 309 Asheville NC 28804","https://www.ymcawnc.org","YMCA",35.641115827984,-82.576481994142
"450",450,491,"YMCA of Western North Carolina","121 Candler School Rd","Candler","NC",28715,8309,NA,NA,NA,8287757083,"Youth Organizations & Centers",624110,624410,NA,NA,NA,"Private","Buncombe",24,1685000,NA,2006,"121 Candler School Rd Candler NC 28715","","YMCA",35.539694377914,-82.702923009136
"451",451,492,"YMCA of Western North Carolina","90 Maple Springs Rd","Asheville","NC",28805,2034,"Amy","Dolendo","Director",8287757082,"Youth Organizations & Centers",624110,624410,NA,NA,NA,"Private","Buncombe",13,913000,NA,2006,"90 Maple Springs Rd Asheville NC 28805","","YMCA",35.590180555467,-82.491264785044
"452",452,493,"YMCA of Western North Carolina","1355 Charlotte Hwy","Fairview","NC",28730,1400,"Paul","Vest","Exec Officer",8287757087,"Youth Organizations & Centers",624110,624410,NA,NA,NA,"Private","Buncombe",17,1615000,NA,2006,"1355 Charlotte Hwy Fairview NC 28730","","YMCA",35.524051818978,-82.411791877006
"453",453,494,"YMCA of Western North Carolina","10 Bethesda Rd","Asheville","NC",28805,1406,"Jessica","Hendrix","Exec Director",8287757084,"Youth Organizations & Centers",624110,624410,NA,NA,NA,"Private","Buncombe",3,211000,NA,2006,"10 Bethesda Rd Asheville NC 28805","","YMCA",35.597134762603,-82.505222257738
"454",454,495,"YMCA of Western North Carolina","450 Enka Lake Rd","Candler","NC",28715,8234,NA,NA,NA,8287757073,"Youth Organizations & Centers",624110,624410,NA,NA,NA,"Private","Buncombe",15,1053000,NA,2006,"450 Enka Lake Rd Candler NC 28715","","YMCA",35.532061296401,-82.668217219147
"455",455,496,"YMCA of Western North Carolina","251 Flat Creek Church Rd","Weaverville","NC",28787,9528,NA,NA,NA,8287757078,"Youth Organizations & Centers",624110,624410,NA,NA,NA,"Private","Buncombe",62,4351000,"ymca.net",2006,"251 Flat Creek Church Rd Weaverville NC 28787","https://www.ymca.net","YMCA",35.743887205758,-82.568706140268
"456",456,497,"YMCA of Western North Carolina","753 Fairview Rd","Asheville","NC",28803,1141,"Kristy","Benson","Manager",8287757093,"Youth Organizations & Centers",624110,624410,NA,NA,NA,"Private","Buncombe",2,141000,NA,2006,"753 Fairview Rd Asheville NC 28803","","YMCA",35.564795728402,-82.511923254371
"457",457,498,"YMCA of Western North Carolina","154 Sand Hill School Rd","Asheville","NC",28806,1023,"Amy","Muniz","Director",8287757094,"Youth Organizations & Centers",624110,624410,923130,NA,NA,"State","Buncombe",3,211000,NA,2006,"154 Sand Hill School Rd Asheville NC 28806","","YMCA",35.555431930852,-82.63984702448
"458",458,499,"YMCA of Western North Carolina","175 Erwin Hills Rd","Asheville","NC",28806,2186,"Meghan","Merritt","Exec Director",8287757074,"Youth Organizations & Centers",624110,624410,NA,NA,NA,"Private","Buncombe",23,2457000,NA,2006,"175 Erwin Hills Rd Asheville NC 28806","","YMCA",35.62124038424,-82.619580677054
"459",459,500,"YMCA Outer Banks Family","3000 S Croatan Hwy","Nags Head","NC",27959,9029,"Ryan","Henderson","Exec Director",2524498897,"Youth Organizations & Centers",624110,621999,624190,NA,NA,"Private","Dare",35,1343000,"ymcahouston.org",2003,"3000 S Croatan Hwy Nags Head NC 27959","https://www.ymcahouston.org","YMCA",35.977819963528,-75.64105330347
"460",460,501,"YMCA Stoney Creek","954 Golf House Rd W # D","Whitsett","NC",27377,9285,"Jeremy","Tash","Manager",3364493222,"Youth Organizations & Centers",624110,713940,624190,813319,NA,"Private","Guilford",10,560000,NA,2004,"954 Golf House Rd W # D Whitsett NC 27377","","YMCA",36.066425805743,-79.604411904081
"461",461,502,"YMCA Youth Svc At Beaverdam","201 Beaverdam Rd","Asheville","NC",28804,3919,"Cory","Jackson","Manager",8282515910,"Youth Organizations & Centers",624110,624410,NA,NA,NA,"Private","Buncombe",69,4843000,"ymcawnc.org",2006,"201 Beaverdam Rd Asheville NC 28804","https://www.ymcawnc.org","YMCA",35.636510830233,-82.547455534447
"462",462,503,"Ymca-Greater Charlotte Assn","400 E Morehead St","Charlotte","NC",28202,2610,"Scott","Chagnon","Vice President",7047166200,"Youth Organizations & Centers",624110,713940,NA,NA,NA,"Private","Mecklenburg",250,15408000,"ymcacharlotte.org",2012,"400 E Morehead St Charlotte NC 28202","https://www.ymcacharlotte.org","Other",35.218570332324,-80.848927916516
"463",463,504,"Ymca-Greensboro Corporate Ofc","620 Green Valley Rd # 210","Greensboro","NC",27408,7725,"Rhonda","Anderson","CEO",3368548410,"Youth Organizations & Centers",624110,541511,621999,624190,813311,"Private","Guilford",12,672000,"ymcagreensboro.org",2012,"620 Green Valley Rd # 210 Greensboro NC 27408","https://www.ymcagreensboro.org","Other",36.085401561006,-79.828359892424
"464",464,505,"Ymca-Patton Park & Pool","114 Clairmont Dr","Hendersonville","NC",28791,NA,"Eryn","Mccloskey","Director",8285959952,"Youth Organizations & Centers",624110,721214,713940,NA,NA,"Private","Henderson",45,2404000,"ymcawnc.org",2006,"114 Clairmont Dr Hendersonville NC 28791","https://www.ymcawnc.org","Other",35.332162325667,-82.469962935975
"465",465,506,"You Power Youth","4030 Wake Forest Rd # 349","Raleigh","NC",27609,10,NA,NA,NA,9190001111,"Youth Organizations & Centers",624110,813319,NA,NA,NA,"Private","Wake",2,131000,NA,2020,"4030 Wake Forest Rd # 349 Raleigh NC 27609","","Other",35.835941709765,-78.614207509372
"466",466,507,"Young Life","851 W 5th St","Winston Salem","NC",27101,2505,"Andrew","Boyd","Director",3367251750,"Youth Organizations & Centers",624110,813319,NA,NA,NA,"Private","Forsyth",6,280000,"forsythcounty.younglife.org",1984,"851 W 5th St Winston Salem NC 27101","https://www.forsythcounty.younglife.org","Young Life",36.098717065652,-80.255556828931
"467",467,508,"Young Life","4713 Kingswood Dr","Greensboro","NC",27410,5316,"David","Page","Director",3368340381,"Youth Organizations & Centers",624110,813110,NA,NA,NA,"Private","Guilford",5,280000,"younglife.org",1984,"4713 Kingswood Dr Greensboro NC 27410","https://www.younglife.org","Young Life",36.080691594262,-79.873752720909
"468",468,509,"Young Life","1111 Greenville Blvd SE","Greenville","NC",27858,4529,"Paul","Barclay","Director",2527573717,"Youth Organizations & Centers",624110,813110,813110,NA,NA,"Private","Pitt",4,229000,"younglife.org",2001,"1111 Greenville Blvd SE Greenville NC 27858","https://www.younglife.org","Young Life",35.590146590657,-77.360156968664
"469",469,510,"Young Life","1104 E Ash St","Goldsboro","NC",27530,5102,NA,NA,NA,9195838474,"Youth Organizations & Centers",624110,813110,NA,NA,NA,"Private","Wayne",3,262000,"younglife.org",1941,"1104 E Ash St Goldsboro NC 27530","https://www.younglife.org","Young Life",35.381109163715,-77.979840954015
"470",470,511,"Young Life Carolina Point","4000 Glady Fork Rd","Brevard","NC",28712,7730,"Greg","Carlton","Manager",8288776233,"Youth Organizations & Centers",624110,531190,721214,NA,NA,"Private","Transylvania",12,421000,NA,2002,"4000 Glady Fork Rd Brevard NC 28712","","Young Life",35.076859055624,-82.774945192481
"471",471,513,"Young Life Greater Lake Norman","108 S Main St","Davidson","NC",28036,8096,NA,NA,NA,7049879510,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Mecklenburg",4,247000,"greaterlakenorman.younglife.org",2008,"108 S Main St Davidson NC 28036","https://www.greaterlakenorman.younglife.org","Young Life",35.499117050034,-80.848606843427
"472",472,514,"Young Life of Cabarrus County","891 Central Dr NW","Concord","NC",28027,6023,NA,NA,NA,7047934839,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Cabarrus",9,617000,NA,2012,"891 Central Dr NW Concord NC 28027","","Young Life",35.427062846534,-80.6149860068
"473",473,515,"Young Life of Charlotte","4418 Rea Rd","Charlotte","NC",28226,2635,"Michael","Vicary","Director",7043656006,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Mecklenburg",7,432000,"charlotte.younglife.org",2010,"4418 Rea Rd Charlotte NC 28226","https://www.charlotte.younglife.org","Young Life",35.104053925632,-80.808094570531
"474",474,516,"Young Life of Charlotte","101 Colville Rd","Charlotte","NC",28207,1925,"Steve","Gardner","Director",7043340220,"Youth Organizations & Centers",624110,561311,813311,813110,NA,"Private","Mecklenburg",5,309000,"carolinasregion.younglife.org",2011,"101 Colville Rd Charlotte NC 28207","https://www.carolinasregion.younglife.org","Young Life",35.204354957512,-80.818472989981
"475",475,517,"Young Mens Christian Assn","951 Heather Park Dr","Garner","NC",27529,4868,NA,NA,NA,9197199622,"Youth Organizations & Centers",624110,813910,NA,NA,NA,"Private","Wake",3,196000,NA,2019,"951 Heather Park Dr Garner NC 27529","","Faith",35.69140132848,-78.615185975746
"476",476,518,"Your Community Youth Alliance","10403 Bere Island Dr","Charlotte","NC",28278,6646,"Rashid","Hakim","Manager",7040001111,"Youth Organizations & Centers",624110,999990,NA,NA,NA,"Private","Mecklenburg",7,432000,NA,2019,"10403 Bere Island Dr Charlotte NC 28278","","Other",35.159686599755,-80.98198510269
"477",477,519,"Youth & Family Svc","720 E 4th St","Charlotte","NC",28202,2884,NA,NA,NA,7043362273,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Mecklenburg",11,678000,"dss.mecknc.gov",1882,"720 E 4th St Charlotte NC 28202","https://www.dss.mecknc.gov","Other",35.221103769363,-80.838124891594
"478",478,520,"Youth & Family Unity Ctr","4506 Tyne Dr","Durham","NC",27703,2891,"Anita","Vass","Owner",9195968047,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Durham",2,97000,NA,2019,"4506 Tyne Dr Durham NC 27703","","Center",35.989184864182,-78.808747265422
"479",479,521,"Youth 4 Change","113 Parkridge Ave","Chapel Hill","NC",27517,7807,"Hongbin","Gu","Manager",9190001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Durham",4,208000,NA,2019,"113 Parkridge Ave Chapel Hill NC 27517","","Other",35.910307276311,-79.010947741586
"480",480,522,"Youth Action Support Inc","4801 Glenwood Ave # 200","Raleigh","NC",27612,3857,"Jennifer","Ma","Manager",9190001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Wake",8,523000,"youthactionsupport.org",2019,"4801 Glenwood Ave # 200 Raleigh NC 27612","https://www.youthactionsupport.org","Other",35.84314138471,-78.68121021434
"481",481,523,"Youth Adolescent Adult Devmnt","401 Pike St SW # 207","Wilson","NC",27893,4683,"Dorothy L","Debro","Manager",2520001111,"Youth Organizations & Centers",624110,999990,NA,NA,NA,"Private","Wilson",2,77000,NA,2021,"401 Pike St SW # 207 Wilson NC 27893","","Other",35.717813038942,-77.937569767094
"482",482,524,"Youth Against Gun Violence","911 Charlotte St # A","Laurinburg","NC",28352,NA,"Eurekus R","Pate","Manager",9100001111,"Youth Organizations & Centers",624110,999990,NA,NA,NA,"Private","Scotland",33,785000,NA,2021,"911 Charlotte St # A Laurinburg NC 28352","","Other",34.770464343974,-79.480315324256
"483",483,525,"Youth America Now","9911 Rose Commons Dr # Ee637","Huntersville","NC",28078,323,NA,NA,NA,7040001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Mecklenburg",15,925000,NA,2016,"9911 Rose Commons Dr # Ee637 Huntersville NC 28078","","Other",35.408576866377,-80.862922807851
"484",484,526,"Youth Camps For Christ","190 Mangum Ln","Littleton","NC",27850,8147,NA,NA,NA,2525864665,"Youth Organizations & Centers",624110,813319,999990,NA,NA,"Private","Warren",10,225000,"campwillowrun.org",2017,"190 Mangum Ln Littleton NC 27850","https://www.campwillowrun.org","Other",36.492003855158,-77.91433996944
"485",485,527,"Youth Can Dream & Focus","3710 Wynterhall Way","Greensboro","NC",27405,9725,NA,NA,NA,3360001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Guilford",3,168000,NA,2015,"3710 Wynterhall Way Greensboro NC 27405","","Other",36.13685023936,-79.724846451301
"486",486,528,"Youth Collaborative Inc","4460 Greenmeadow Lakes Cir","Winston Salem","NC",27106,9792,"Terra","Lataille","Manager",3360001111,"Youth Organizations & Centers",624110,999990,NA,NA,NA,"Private","Forsyth",4,187000,NA,2020,"4460 Greenmeadow Lakes Cir Winston Salem NC 27106","","Other",36.152330542103,-80.347343376878
"487",487,529,"Youth Commission Intl","4108 Park Rd","Charlotte","NC",28209,2259,NA,NA,NA,7040001111,"Youth Organizations & Centers",624110,813319,NA,NA,NA,"Private","Mecklenburg",17,617000,"yciclubs.com",2021,"4108 Park Rd Charlotte NC 28209","https://www.yciclubs.com","Other",35.174587879741,-80.851186696972
"488",488,530,"Youth Community Project","115 W Main St","Carrboro","NC",27510,2025,"Stephen","Orton","Owner",9190001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Orange",4,208000,"rsnnc.org",2015,"115 W Main St Carrboro NC 27510","https://www.rsnnc.org","Other",35.91018870034,-79.072706407715
"489",489,531,"Youth Development Initiatives","9912 Spring Park Dr","Charlotte","NC",28269,5197,"Darryl","Bego","Principal",7045623806,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Mecklenburg",14,863000,"ydiinc.org",2011,"9912 Spring Park Dr Charlotte NC 28269","https://www.ydiinc.org","Other",35.355997673371,-80.813839241504
"490",490,532,"Youth Development Initiatives","200 E Arrowhead Dr # W2","Charlotte","NC",28213,6466,"Darryl","Bego","President",7045989949,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Mecklenburg",13,494000,"ydiinc.org",2010,"200 E Arrowhead Dr # W2 Charlotte NC 28213","https://www.ydiinc.org","Other",35.270365094629,-80.76603942056
"491",491,533,"Youth Empowered Solutions","4418 Louisburg Rd # 131","Raleigh","NC",27616,4335,NA,NA,NA,9198788777,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Wake",5,327000,NA,2019,"4418 Louisburg Rd # 131 Raleigh NC 27616","","Other",35.84292700816,-78.57318829606
"492",492,534,"Youth Empowerment Alliance","86502 Holmes","Chapel Hill","NC",27517,8553,"Julia H","Horan","Manager",9190001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Chatham",4,135000,NA,2019,"86502 Holmes Chapel Hill NC 27517","","Other",35.836948336604,-79.04321205776
"493",493,535,"Youth Empowerment Svc 21st","5736 N Tryon St # 223A","Charlotte","NC",28213,820,"La' G","Mcclinton","Owner",7040001111,"Youth Organizations & Centers",624110,999990,NA,NA,NA,"Private","Mecklenburg",9,555000,NA,2015,"5736 N Tryon St # 223A Charlotte NC 28213","","Other",35.263940450179,-80.770717472229
"494",494,536,"Youth Empowerment-Johnston","607 N Webb St","Selma","NC",27576,2659,"Beverly R","Rowland","CEO",9199656940,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Johnston",2,141000,NA,2012,"607 N Webb St Selma NC 27576","","Other",35.539451013511,-78.279071078
"495",495,537,"Youth Entrepreneurial Academy","5825 Brookfield Pointe Dr","Charlotte","NC",28216,7671,"Rebecca","Essah","Owner",7040001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Mecklenburg",4,247000,NA,2016,"5825 Brookfield Pointe Dr Charlotte NC 28216","","Other",35.310993934051,-80.884702742251
"496",496,538,"Youth Establishing Success","10320 Cloyne Ct","Charlotte","NC",28213,219,"Amber","White","Manager",7040001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Mecklenburg",27,1665000,NA,2021,"10320 Cloyne Ct Charlotte NC 28213","","Other",35.305099606384,-80.719667655527
"497",497,539,"Youth Express Intl","1406 Lucille Ave","Monroe","NC",28112,5222,NA,NA,NA,7040001111,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Union",5,372000,"nonprofitfacts.com",2014,"1406 Lucille Ave Monroe NC 28112","https://www.nonprofitfacts.com","Other",34.972742436931,-80.56294568447
"498",498,540,"Youth Extensions LLC","1915 Chapel Hill Rd # A","Durham","NC",27707,1177,"Joseph Paul","Mccauley","CEO",9192465664,"Youth Organizations & Centers",624110,622210,624190,NA,NA,"Private","Durham",5,289000,"youthextensionsinc.com",2011,"1915 Chapel Hill Rd # A Durham NC 27707","https://www.youthextensionsinc.com","Other",35.988210503104,-78.925403046803
"499",499,541,"Youth Focus","216 York St","Greensboro","NC",27401,3645,"Sarah","Roethlinger","Director",3363351185,"Youth Organizations & Centers",624110,NA,NA,NA,NA,"Private","Guilford",5,280000,"youthfocus.org",1971,"216 York St Greensboro NC 27401","https://www.youthfocus.org","Other",36.07287192418,-79.763174689001
"500",500,542,"Youth For Christ","1112 Hope Mills Rd","Fayetteville","NC",28304,4247,"John","Mcintyre","Exec Director",9104335630,"Youth Organizations & Centers",624110,813319,NA,NA,NA,"Private","Cumberland",8,435000,NA,1997,"1112 Hope Mills Rd Fayetteville NC 28304","","Other",35.029150501945,-78.96101579101
